Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
a62,0,0,0,0,0,2020,8,2,0,1,4,0,0,0,3.44,3.26,4.98,4.97,31.29,26.27,23.15,24.84,23.27,1011.92,0.04,-0.04,9.71,0.23,-0.23,-158.64,"END
"
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
254,0,0,0,0,0,2020,8,2,0,4,16,0,0,0,3.39,3.28,4.98,4.96,32.92,23.98,20.29,24.58,19.94,1021.58,0.65,0.04,9.75,3.81,0.22,171.85,"END
"
255,0,0,0,0,0,2020,8,2,0,4,17,0,0,0,3.41,3.26,4.98,4.91,32.11,23.86,20.32,24.58,19.96,1021.57,0.65,0.00,9.68,3.84,0.00,171.81,"END
"
256,0,0,0,0,0,2020,8,2,0,4,18,0,0,0,3.40,3.27,4.99,4.96,33.56,23.03,20.32,24.63,19.91,1021.29,0.61,0.04,9.71,3.60,0.23,174.02,"END
"
257,0,0,0,0,0,2020,8,2,0,4,19,0,0,0,3.40,3.26,4.98,4.89,33.15,24.50,20.33,24.64,19.97,1021.28,0.65,0.00,9.68,3.84,0.00,172.69,"END
"
258,0,0,0,0,0,2020,8,2,0,4,20,0,0,0,3.39,3.27,4.98,4.97,33.21,23.93,20.35,24.62,19.94,1021.46,0.61,0.00,9.60,3.65,0.00,172.62,"END
"
259,0,0,0,0,0,2020,8,2,0,4,21,0,0,0,3.41,3.26,4.98,4.96,32.84,24.01,20.35,24.63,19.96,1021.53,0.69,0.00,9.87,3.99,0.00,172.14,"END
"
260,0,0,0,0,0,2020,8,2,0,4,22,0,0,0,3.40,3.27,4.98,4.96,33.37,23.44,20.36,24.66,19.94,1021.57,0.73,0.04,9.60,4.33,0.23,172.09,"END
"
261,0,0,0,0,0,2020,8,2,0,4,23,0,0,0,3.40,3.26,4.98,4.96,34.28,23.91,20.36,24.73,19.93,1021.61,0.61,0.00,9.71,3.60,0.00,172.20,"END
"
262,0,0,0,0,0,2020,8,2,0,4,24,0,0,0,3.27,3.27,4.98,4.96,34.24,23.17,20.38,24.73,19.96,1021.31,0.61,0.00,9.68,3.62,0.00,172.54,"END
"
263,0,0,0,0,0,2020,8,2,0,4,25,0,0,0,3.40,3.26,4.98,4.95,32.83,24.15,20.39,24.77,20.02,1021.63,0.65,0.00,9.68,3.84,0.00,172.42,"END
"
264,0,0,0,0,0,2020,8,2,0,4,26,0,0,0,3.29,3.27,4.98,4.97,32.85,23.03,20.40,24.71,20.01,1021.41,0.65,0.00,9.71,3.83,0.00,172.47,"END
"
265,0,0,0,0,0,2020,8,2,0,4,27,0,0,0,3.40,3.26,4.98,4.96,33.19,24.26,20.40,24.74,19.96,1021.53,0.65,-0.04,9.71,3.83,-0.23,171.13,"END
"
266,0,0,0,0,0,2020,8,2,0,4,28,0,0,0,3.41,3.20,4.98,4.96,33.52,24.25,20.42,24.73,19.98,1021.54,0.57,0.00,9.56,3.43,0.00,171.39,"END
"
267,0,0,0,0,0,2020,8,2,0,4,29,0,0,0,3.41,3.27,4.98,4.96,34.24,24.01,20.39,24.75,20.01,1021.52,0.69,0.00,9.75,4.04,0.00,171.57,"END
"
268,0,0,0,0,0,2020,8,2,0,4,30,0,0,0,3.35,3.19,4.98,4.96,34.12,23.47,20.41,24.78,20.00,1021.63,0.61,-0.04,9.83,3.56,-0.22,171.37,"END
"
269,0,0,0,0,0,2020,8,2,0,4,31,0,0,0,3.40,3.26,4.98,4.96,34.16,24.13,20.39,24.82,19.96,1021.47,0.69,0.00,9.64,4.09,0.00,171.91,"END
"
270,0,0,0,0,0,2020,8,2,0,4,32,0,0,0,3.39,3.27,4.98,4.96,33.30,23.33,20.44,24.83,20.03,1021.32,0.65,-0.04,9.75,3.81,-0.22,171.67,"END
"
271,0,0,0,0,0,2020,8,2,0,4,33,0,0,0,3.40,3.26,4.98,4.96,33.50,23.90,20.47,24.85,20.02,1021.49,0.65,-0.04,9.79,3.80,-0.22,172.27,"END
"
272,0,0,0,0,0,2020,8,2,0,4,34,0,0,0,3.40,3.24,4.98,4.96,33.33,23.87,20.47,24.85,20.05,1021.52,0.69,-0.04,9.94,3.96,-0.22,172.02,"END
"
273,0,0,0,0,0,2020,8,2,0,4,35,0,0,0,3.41,3.26,4.98,4.96,33.95,24.11,20.48,24.83,20.05,1021.48,0.84,0.04,9.71,4.95,0.22,172.19,"END
"
274,0,0,0,0,0,2020,8,2,0,4,36,0,0,0,3.39,3.27,4.98,4.90,33.89,23.93,20.47,24.84,20.11,1021.52,0.65,-0.04,9.68,3.84,-0.23,171.40,"END
"
275,0,0,0,0,0,2020,8,2,0,4,37,0,0,0,3.40,3.26,4.98,4.96,33.61,24.71,20.48,24.88,20.07,1021.39,0.61,-0.04,9.75,3.59,-0.22,171.72,"END
"
276,0,0,0,0,0,2020,8,2,0,4,38,0,0,0,3.38,3.27,4.98,4.90,33.81,23.46,20.49,24.94,20.07,1021.42,0.65,-0.04,9.68,3.84,-0.23,171.27,"END
"
277,0,0,0,0,0,2020,8,2,0,4,39,0,0,0,3.40,3.26,4.98,4.96,33.49,24.57,20.51,24.95,20.12,1021.57,0.57,-0.04,9.79,3.35,-0.22,171.81,"END
"
278,0,0,0,0,0,2020,8,2,0,4,40,0,0,0,3.39,3.27,4.98,4.95,33.64,24.14,20.50,24.93,20.09,1021.48,0.61,-0.04,9.71,3.60,-0.23,171.17,"END
"
279,0,0,0,0,0,2020,8,2,0,4,41,0,0,0,3.41,3.26,4.98,4.95,33.06,24.53,20.52,24.90,20.10,1021.53,0.65,0.00,9.71,3.83,0.00,172.17,"END
"
280,0,0,0,0,0,2020,8,2,0,4,42,0,0,0,3.39,3.27,4.98,4.94,33.93,23.69,20.54,24.91,20.14,1021.56,0.65,-0.04,9.75,3.81,-0.22,171.69,"END
"
281,0,0,0,0,0,2020,8,2,0,4,43,0,0,0,3.30,3.26,4.98,4.96,33.11,24.02,20.54,24.97,20.07,1021.44,0.65,0.00,9.71,3.83,0.00,172.90,"END
"
282,0,0,0,0,0,2020,8,2,0,4,44,0,0,0,3.39,3.27,4.98,4.96,34.01,23.15,20.54,25.02,20.12,1021.56,0.73,0.00,9.68,4.29,0.00,172.10,"END
"
283,0,0,0,0,0,2020,8,2,0,4,45,0,0,0,3.40,3.26,4.98,4.96,34.66,24.64,20.57,25.01,20.15,1021.36,0.65,-0.04,9.71,3.83,-0.23,171.68,"END
"
284,0,0,0,0,0,2020,8,2,0,4,46,0,0,0,3.39,3.27,4.99,4.96,33.08,22.95,20.58,24.99,20.13,1021.33,0.65,0.00,9.71,3.83,0.00,172.26,"END
"
285,0,0,0,0,0,2020,8,2,0,4,47,0,0,0,3.27,3.26,4.98,4.96,34.18,24.26,20.58,25.05,20.17,1021.54,0.61,0.00,9.71,3.60,0.00,171.25,"END
"
286,0,0,0,0,0,2020,8,2,0,4,48,0,0,0,3.40,3.27,4.98,4.96,33.90,23.95,20.57,25.07,20.19,1021.39,0.73,0.00,9.56,4.35,0.00,172.26,"END
"
287,0,0,0,0,0,2020,8,2,0,4,49,0,0,0,3.22,3.24,4.98,4.96,33.89,24.88,20.60,25.04,20.16,1021.54,0.50,-0.11,9.56,2.98,-0.69,170.39,"END
"
Packet Number,SIV,FixType,Latitude,Longitude,Altitude,Year,Month,Day,Hour,Min,Sec,NNV,NEV,NDV,Battery,3v3 Supply,5v Supply,Radio Supply,Analog Internal,Analog External,Altimeter Temp,Digital Internal,Digital Eternal,Pressure,Accel A,Accel Y,Accel z,Pitch,Roll,Yaw
301,0,0,0,0,0,2020,8,2,0,5,3,0,0,0,3.40,3.26,4.98,4.96,34.42,24.31,20.71,25.23,20.30,1021.47,0.65,0.11,9.68,3.84,0.68,172.56,"END
"
302,0,0,0,0,0,2020,8,2,0,5,4,0,0,0,3.39,3.27,4.98,4.96,34.74,23.52,20.72,25.26,20.25,1021.43,0.61,0.00,9.68,3.62,0.00,172.35,"END
"
303,0,0,0,0,0,2020,8,2,0,5,5,0,0,0,3.41,3.26,4.98,4.95,34.16,24.81,20.72,25.26,20.31,1021.39,0.73,0.00,9.71,4.28,0.00,171.50,"END
"
304,0,0,0,0,0,2020,8,2,0,5,6,0,0,0,3.26,3.27,4.98,4.96,33.97,23.91,20.76,25.28,20.30,1021.55,0.65,-0.08,9.75,3.81,-0.45,173.87,"END
"
305,0,0,0,0,0,2020,8,2,0,5,7,0,0,0,3.40,3.26,4.98,4.96,34.04,24.85,20.74,25.37,20.30,1021.36,0.61,0.04,9.64,3.63,0.23,171.84,"END
"
306,0,0,0,0,0,2020,8,2,0,5,8,0,0,0,3.33,3.27,4.98,4.96,34.65,24.31,20.75,25.34,20.31,1021.42,0.61,0.00,9.68,3.62,0.00,171.96,"END
"
307,0,0,0,0,0,2020,8,2,0,5,9,0,0,0,3.40,3.26,4.98,4.96,33.76,24.15,20.76,25.29,20.30,1021.33,0.65,-0.04,9.68,3.84,-0.23,171.51,"END
"
308,0,0,0,0,0,2020,8,2,0,5,10,0,0,0,3.37,3.22,4.98,4.96,33.65,23.64,20.79,25.35,20.34,1021.64,0.69,0.00,9.48,4.15,0.00,171.89,"END
"
309,0,0,0,0,0,2020,8,2,0,5,11,0,0,0,3.40,3.26,4.98,4.96,34.26,24.15,20.77,25.33,20.32,1021.42,0.84,0.04,9.52,5.05,0.23,172.65,"END
"
310,0,0,0,0,0,2020,8,2,0,5,12,0,0,0,3.32,3.19,4.98,4.96,34.73,24.59,20.79,25.37,20.34,1021.39,0.61,-0.08,9.71,3.60,-0.45,171.48,"END
"
311,0,0,0,0,0,2020,8,2,0,5,13,0,0,0,3.39,3.26,4.98,4.96,33.96,24.57,20.77,25.37,20.30,1021.49,0.61,-0.04,9.68,3.62,-0.23,171.41,"END
"
312,0,0,0,0,0,2020,8,2,0,5,14,0,0,0,3.39,3.27,4.98,4.96,34.76,23.28,20.82,25.39,20.34,1021.45,0.65,-0.08,9.71,3.83,-0.45,171.99,"END
"
313,0,0,0,0,0,2020,8,2,0,5,15,0,0,0,3.40,3.26,4.98,4.96,34.73,24.22,20.81,25.44,20.35,1021.17,0.61,-0.04,9.71,3.60,-0.23,171.57,"END
"
314,0,0,0,0,0,2020,8,2,0,5,16,0,0,0,3.39,3.23,4.99,4.97,34.28,24.50,20.81,25.44,20.34,1021.57,0.69,0.00,9.64,4.09,0.00,171.75,"END
"
315,0,0,0,0,0,2020,8,2,0,5,17,0,0,0,3.41,3.26,4.98,4.96,34.42,24.49,20.84,25.42,20.37,1021.14,0.65,0.00,9.83,3.78,0.00,171.68,"END
"
316,0,0,0,0,0,2020,8,2,0,5,18,0,0,0,3.39,3.27,4.98,4.90,34.54,23.94,20.84,25.46,20.40,1021.49,0.69,-0.08,9.91,3.98,-0.44,171.32,"END
"
317,0,0,0,0,0,2020,8,2,0,5,19,0,0,0,3.40,3.26,4.98,4.96,34.20,24.66,20.85,25.51,20.37,1021.49,0.65,0.00,9.68,3.84,0.00,172.17,"END
"
318,0,0,0,0,0,2020,8,2,0,5,20,0,0,0,3.40,3.27,4.98,4.93,34.57,23.99,20.85,25.50,20.42,1021.45,0.65,0.04,9.71,3.83,0.23,172.67,"END
"
319,0,0,0,0,0,2020,8,2,0,5,21,0,0,0,3.41,3.27,4.98,4.95,34.53,24.64,20.85,25.50,20.45,1021.63,0.69,0.00,9.64,4.09,0.00,172.44,"END
"
320,0,0,0,0,0,2020,8,2,0,5,22,0,0,0,3.40,3.27,4.99,4.94,33.80,24.36,20.87,25.50,20.45,1021.37,0.69,0.04,9.71,4.05,0.23,172.58,"END
"
321,0,0,0,0,0,2020,8,2,0,5,23,0,0,0,3.40,3.26,4.98,4.96,33.93,24.61,20.88,25.56,20.37,1021.51,0.65,0.00,9.71,3.83,0.00,174.33,"END
"
322,0,0,0,0,0,2020,8,2,0,5,24,0,0,0,3.39,3.27,4.98,4.92,32.66,24.66,20.88,25.51,20.44,1021.44,0.57,-0.04,9.83,3.34,-0.22,172.08,"END
"
323,0,0,0,0,0,2020,8,2,0,5,25,0,0,0,3.32,3.26,4.98,4.96,35.17,24.67,20.89,25.49,20.48,1021.61,0.61,0.00,9.79,3.58,0.00,174.20,"END
"
324,0,0,0,0,0,2020,8,2,0,5,26,0,0,0,3.39,3.27,4.99,4.96,35.09,21.84,20.92,25.50,20.48,1021.71,0.65,0.04,9.79,3.80,0.22,171.87,"END
"
325,0,0,0,0,0,2020,8,2,0,5,27,0,0,0,3.40,3.26,4.98,4.96,34.12,24.54,20.92,25.54,20.45,1021.38,0.65,0.04,9.71,3.83,0.23,171.40,"END
"
326,0,0,0,0,0,2020,8,2,0,5,28,0,0,0,3.40,3.27,4.98,4.96,33.99,23.75,20.90,25.55,20.42,1021.22,0.65,-0.08,9.75,3.81,-0.45,171.52,"END
"
327,0,0,0,0,0,2020,8,2,0,5,29,0,0,0,3.34,3.23,4.98,4.96,34.93,24.09,20.92,25.59,20.42,1021.35,0.61,-0.04,9.68,3.62,-0.23,171.45,"END
"
328,0,0,0,0,0,2020,8,2,0,5,30,0,0,0,3.38,3.27,4.98,4.96,34.45,24.15,20.89,25.65,20.45,1021.49,0.65,-0.04,9.71,3.83,-0.23,172.21,"END
"
329,0,0,0,0,0,2020,8,2,0,5,31,0,0,0,3.23,3.24,4.98,4.96,34.52,24.94,20.96,25.60,20.45,1021.62,0.69,-0.08,9.71,4.05,-0.45,171.13,"END
"
330,0,0,0,0,0,2020,8,2,0,5,32,0,0,0,3.39,3.27,4.99,4.96,34.48,23.86,20.94,25.66,20.52,1021.31,0.65,0.08,9.45,3.94,0.46,172.91,"END
"
331,0,0,0,0,0,2020,8,2,0,5,33,0,0,0,3.40,3.21,4.98,4.96,34.25,25.06,20.96,25.61,20.52,1021.44,0.61,0.08,9.75,3.59,0.45,172.83,"END
"
332,0,0,0,0,0,2020,8,2,0,5,34,0,0,0,3.40,3.27,4.99,4.97,34.83,24.60,20.95,25.64,20.49,1021.42,0.69,0.00,9.71,4.05,0.00,172.05,"END
"
333,0,0,0,0,0,2020,8,2,0,5,35,0,0,0,3.39,3.18,4.98,4.96,35.19,24.90,20.97,25.67,20.49,1021.47,0.65,0.00,9.68,3.84,0.00,171.85,"END
"
334,0,0,0,0,0,2020,8,2,0,5,36,0,0,0,3.40,3.27,4.98,4.96,34.91,23.67,20.96,25.65,20.52,1021.36,0.61,0.00,9.68,3.62,0.00,172.44,"END
"
335,0,0,0,0,0,2020,8,2,0,5,37,0,0,0,3.40,3.26,4.98,4.93,34.91,24.81,20.99,25.66,20.55,1021.50,0.96,0.50,9.71,5.61,2.92,174.84,"END
"
336,0,0,0,0,0,2020,8,2,0,5,38,0,0,0,3.39,3.27,4.99,4.96,34.59,23.97,21.00,25.67,20.52,1021.83,0.57,0.04,9.64,3.41,0.23,173.07,"END
"
337,0,0,0,0,0,2020,8,2,0,5,39,0,0,0,3.40,3.27,4.98,4.96,34.89,25.34,21.00,25.72,20.50,1021.43,0.73,0.08,9.79,4.24,0.45,172.52,"END
"
338,0,0,0,0,0,2020,8,2,0,5,40,0,0,0,3.40,3.27,4.99,4.96,34.72,25.14,21.02,25.73,20.57,1021.24,0.69,-0.08,9.68,4.07,-0.45,171.91,"END
"
339,0,0,0,0,0,2020,8,2,0,5,41,0,0,0,3.40,3.26,4.98,4.97,34.52,24.43,21.03,25.70,20.53,1021.58,0.61,0.00,9.68,3.62,0.00,171.93,"END
"
340,0,0,0,0,0,2020,8,2,0,5,42,0,0,0,3.40,3.27,4.98,4.96,35.05,24.64,21.05,25.73,20.55,1021.44,0.69,-0.04,9.71,4.05,-0.23,172.31,"END
"
341,0,0,0,0,0,2020,8,2,0,5,43,0,0,0,3.40,3.26,4.98,4.89,34.53,24.70,21.05,25.73,20.62,1021.48,0.65,0.04,9.71,3.83,0.23,172.18,"END
"
342,0,0,0,0,0,2020,8,2,0,5,44,0,0,0,3.39,3.27,4.98,4.97,35.06,24.43,21.05,25.74,20.58,1021.52,0.65,0.00,9.56,3.89,0.00,172.00,"END
"
343,0,0,0,0,0,2020,8,2,0,5,45,0,0,0,3.41,3.26,4.98,4.96,35.42,25.16,21.05,25.80,20.60,1021.45,0.65,-0.08,9.98,3.73,-0.44,171.25,"END
"
344,0,0,0,0,0,2020,8,2,0,5,46,0,0,0,3.38,3.28,4.98,4.97,34.92,24.79,21.06,25.72,20.61,1021.40,0.61,0.00,9.75,3.59,0.00,171.99,"END
"
345,0,0,0,0,0,2020,8,2,0,5,47,0,0,0,3.40,3.26,4.98,4.96,34.71,24.72,21.07,25.78,20.57,1021.52,0.65,-0.04,9.68,3.84,-0.23,171.53,"END
"
346,0,0,0,0,0,2020,8,2,0,5,48,0,0,0,3.24,3.27,4.98,4.96,34.74,24.07,21.09,25.80,20.57,1021.76,0.61,0.00,9.79,3.58,0.00,173.76,"END
"
347,0,0,0,0,0,2020,8,2,0,5,49,0,0,0,3.40,3.26,4.98,4.96,33.70,25.27,21.11,25.80,20.62,1021.58,0.65,0.08,9.71,3.83,0.45,172.68,"END
"
348,0,0,0,0,0,2020,8,2,0,5,50,0,0,0,3.32,3.27,4.98,4.96,33.81,23.80,21.10,25.80,20.65,1021.45,0.61,0.04,9.71,3.60,0.23,171.67,"END
"
349,0,0,0,0,0,2020,8,2,0,5,51,0,0,0,3.39,3.26,4.98,4.96,35.13,25.17,21.10,25.85,20.63,1021.34,0.65,0.00,9.87,3.77,0.00,171.91,"END
"
350,0,0,0,0,0,2020,8,2,0,5,52,0,0,0,3.32,3.24,4.99,4.97,34.97,24.26,21.13,25.85,20.59,1021.50,0.61,-0.04,9.68,3.62,-0.23,171.73,"END
"
351,0,0,0,0,0,2020,8,2,0,5,53,0,0,0,3.39,3.26,4.98,4.96,35.69,25.08,21.10,25.85,20.62,1021.59,0.69,-0.04,9.71,4.05,-0.23,171.68,"END
"
352,0,0,0,0,0,2020,8,2,0,5,54,0,0,0,3.29,3.20,4.98,4.96,34.83,24.89,21.14,25.87,20.68,1021.47,0.57,0.04,9.75,3.37,0.22,172.04,"END
"
353,0,0,0,0,0,2020,8,2,0,5,55,0,0,0,3.39,3.26,4.98,4.96,34.54,25.03,21.11,25.87,20.63,1021.21,0.57,-0.04,9.79,3.35,-0.22,170.94,"END
"
354,0,0,0,0,0,2020,8,2,0,5,56,0,0,0,3.38,3.23,4.98,4.96,35.34,24.45,21.15,25.88,20.68,1021.53,0.65,0.04,9.64,3.86,0.23,171.94,"END
"
355,0,0,0,0,0,2020,8,2,0,5,57,0,0,0,3.39,3.26,4.98,4.96,34.95,24.56,21.16,25.94,20.66,1021.08,0.69,0.00,9.56,4.12,0.00,172.49,"END
"
356,0,0,0,0,0,2020,8,2,0,5,58,0,0,0,3.39,3.21,4.98,4.96,34.23,23.92,21.14,25.97,20.73,1021.21,0.65,-0.04,9.71,3.83,-0.23,172.05,"END
"
357,0,0,0,0,0,2020,8,2,0,5,59,0,0,0,3.40,3.26,4.98,4.96,35.15,24.85,21.20,25.94,20.71,1021.66,0.61,-0.04,9.75,3.59,-0.22,171.39,"END
"
358,0,0,0,0,0,2020,8,2,0,6,0,0,0,0,3.40,3.27,4.98,4.90,34.23,24.68,21.16,26.03,20.66,1021.27,0.61,0.00,9.71,3.60,0.00,171.52,"END
"
359,0,0,0,0,0,2020,8,2,0,6,1,0,0,0,3.40,3.26,4.98,4.96,35.29,24.88,21.17,25.95,20.70,1020.95,0.65,0.00,9.68,3.84,0.00,171.70,"END
"
360,0,0,0,0,0,2020,8,2,0,6,2,0,0,0,3.38,3.27,4.98,4.95,35.54,23.94,21.22,25.95,20.69,1021.58,0.65,-0.04,9.64,3.86,-0.23,172.21,"END
"
361,0,0,0,0,0,2020,8,2,0,6,3,0,0,0,3.40,3.26,4.98,4.95,35.64,24.82,21.21,25.95,20.72,1021.66,0.65,0.00,9.41,3.95,0.00,171.50,"END
"
362,0,0,0,0,0,2020,8,2,0,6,4,0,0,0,3.40,3.27,4.98,4.93,34.59,24.43,21.22,26.01,20.77,1021.44,0.61,-0.04,9.94,3.52,-0.22,171.70,"END
"
363,0,0,0,0,0,2020,8,2,0,6,5,0,0,0,3.39,3.26,4.98,4.96,35.57,25.37,21.23,25.98,20.73,1021.50,0.61,-0.08,9.71,3.60,-0.45,171.16,"END
"
364,0,0,0,0,0,2020,8,2,0,6,6,0,0,0,3.39,3.27,4.98,4.92,35.08,24.21,21.24,26.00,20.76,1021.41,0.61,0.00,9.68,3.62,0.00,171.43,"END
"
365,0,0,0,0,0,2020,8,2,0,6,7,0,0,0,3.33,3.26,4.98,4.96,35.00,24.90,21.23,26.08,20.79,1021.67,0.65,-0.04,9.71,3.83,-0.23,173.97,"END
"
366,0,0,0,0,0,2020,8,2,0,6,8,0,0,0,3.39,3.27,4.98,4.96,35.38,23.89,21.25,26.05,20.79,1021.54,0.61,0.04,9.64,3.63,0.23,171.80,"END
"
367,0,0,0,0,0,2020,8,2,0,6,9,0,0,0,3.39,3.26,4.98,4.95,35.34,24.97,21.24,26.08,20.76,1021.52,0.69,0.00,9.94,3.96,0.00,172.56,"END
"
368,0,0,0,0,0,2020,8,2,0,6,10,0,0,0,3.38,3.27,4.98,4.96,35.57,24.96,21.24,26.10,20.73,1021.47,0.46,0.04,9.56,2.75,0.23,171.39,"END
"
369,0,0,0,0,0,2020,8,2,0,6,11,0,0,0,3.33,3.23,4.98,4.96,35.14,24.84,21.27,26.10,20.73,1021.44,0.65,-0.08,9.71,3.83,-0.45,171.38,"END
"
370,0,0,0,0,0,2020,8,2,0,6,12,0,0,0,3.40,3.27,4.98,4.95,34.50,24.34,21.26,26.06,20.79,1021.61,0.69,-0.04,9.75,4.04,-0.22,171.56,"END
"
371,0,0,0,0,0,2020,8,2,0,6,13,0,0,0,3.22,3.25,4.98,4.96,35.52,25.32,21.30,26.13,20.78,1021.53,0.69,0.04,9.75,4.04,0.22,172.42,"END
"
